epoch	lr	acc	loss	val_acc	val_loss
50	0.001	0.91760002768	0.236463288262	0.908800024986	0.282609328553
51	0.001	0.918880025983	0.234183647193	0.917300025821	0.258602307215
52	0.001	0.920320029855	0.228004179627	0.903600025773	0.312398831844
53	0.001	0.918200030923	0.231188382834	0.918900025487	0.253843125999
54	0.001	0.922580032587	0.220565466374	0.920100018978	0.257952935398
55	0.001	0.922900032043	0.222382478118	0.916500030756	0.265736021399
56	0.001	0.923960033417	0.216394109875	0.915500028729	0.259891201928
57	0.001	0.924460031271	0.212926607311	0.92040002346	0.252105901167
58	0.001	0.926380033255	0.212538232923	0.923100029826	0.236932041198
59	0.001	0.92780003202	0.20539649035	0.923500027657	0.2429868038
60	0.001	0.929480031371	0.204012117624	0.91590002358	0.255604144409
61	0.001	0.927280033112	0.202895127088	0.925200027823	0.243937744908
62	0.001	0.929100033998	0.199053021625	0.907100022435	0.299779159129
63	0.001	0.932060034513	0.192352734879	0.922100026011	0.2455688335
64	0.001	0.932660033226	0.192934866585	0.923800029159	0.245116270632
65	0.001	0.931880034089	0.193780366018	0.921900031567	0.253047050163
66	0.001	0.932940028071	0.19013202358	0.918800030351	0.262243931144
67	0.001	0.933160032988	0.188560696751	0.92290002346	0.246224802136
68	0.001	0.938000028491	0.178875560254	0.922700029016	0.244930527657
69	0.001	0.93596002996	0.181120583899	0.91740002811	0.292570788413
70	0.001	0.937840031385	0.176834057443	0.928500026464	0.231152682304
71	0.001	0.938240034461	0.172792582266	0.930600023866	0.220078785792
72	0.001	0.939320032001	0.172990102872	0.927400026321	0.242728905305
73	0.001	0.941280031919	0.168481683571	0.930200026035	0.22443977721
74	0.001	0.939440032125	0.167362694509	0.924200031161	0.249876718298
75	0.001	0.940860032082	0.167283673659	0.916000023484	0.278851408288
76	0.001	0.942120027423	0.164240824059	0.930700024962	0.231467613503
77	0.001	0.943920030236	0.161445974961	0.921600030065	0.262906047776
78	0.001	0.943000030398	0.159416905135	0.925800033808	0.248825830668
79	0.001	0.945180030227	0.157049765516	0.932100024819	0.220435682088
80	0.001	0.946700029135	0.149466349617	0.929800031185	0.232825118341
81	0.001	0.945900028706	0.156234705694	0.925400024652	0.264249954969
82	0.001	0.94668002975	0.15271126388	0.927900028825	0.229898042157
83	0.001	0.948120028734	0.150001826845	0.930800022483	0.232877577618
84	0.001	0.947700029016	0.150764044419	0.929500028491	0.237088560052
85	0.001	0.948520028114	0.145398877062	0.927200024128	0.25018332608
86	0.001	0.949680028558	0.144761024579	0.923400024176	0.257878017053
87	0.001	0.950480028033	0.140122678299	0.93280002892	0.229048031233
88	0.001	0.950740028739	0.142003676921	0.928600025177	0.233455064408
89	0.001	0.95116002655	0.139137102727	0.932000030279	0.229361259714
90	0.001	0.950960027218	0.141473002248	0.929100028872	0.245168764628
91	0.000316228	0.965100021124	0.100171011426	0.943200028539	0.189050027542
92	0.000316228	0.969100019693	0.0887360448875	0.943000025749	0.193415344246
93	0.000316228	0.971440017462	0.085299103722	0.945500025153	0.190556724854
94	0.000316228	0.971120018482	0.0834815185349	0.944600021839	0.196055074744
95	0.000316228	0.971940015674	0.0816174385734	0.944400025606	0.199514681026
96	0.000316228	0.971960017443	0.081563424632	0.943800026774	0.201424668022
97	0.000316228	0.97234001565	0.0782718767598	0.942700030804	0.200348226801
98	0.000316228	0.971300017595	0.0815781471916	0.944900026321	0.19519189015
99	0.000316228	0.972840016603	0.0776842642184	0.946400026083	0.195908328705
100	0.000316228	0.972480017662	0.0791230280194	0.94370002687	0.20657429751
101	0.000316228	0.973560016155	0.0755999974236	0.946300026178	0.189621474072
102	0.000316228	0.973540016174	0.0754502657987	0.945700022578	0.196151331179
103	0.000316228	0.974640015006	0.0744188280441	0.946700029373	0.188479067348
104	0.000316228	0.973360016942	0.0766113946289	0.947100026011	0.201503808312
105	0.0001	0.977880013227	0.064651422061	0.948200021386	0.185521741211
106	0.0001	0.978080012202	0.0635441701431	0.950000024438	0.183354800604
107	0.0001	0.978500012159	0.0614073820878	0.949800018668	0.181946974657
108	0.0001	0.978580012321	0.0614584978539	0.949500023723	0.184703989439
109	0.0001	0.978420012593	0.0599107561018	0.950400025249	0.180499377139
110	0.0001	0.979440012097	0.0591154939998	0.948300021291	0.185178754739
111	0.0001	0.979760011315	0.0598575822376	0.949400022626	0.190436494984
112	0.0001	0.980420009613	0.0571732036127	0.949800022244	0.184338995442
113	0.0001	0.980280009985	0.0567207733626	0.949500024319	0.185673469827
114	0.0001	0.980080010891	0.0575610110709	0.948800020814	0.190961844698
115	0.0001	0.981180011392	0.0550784941446	0.948800026774	0.190284419619
116	3.16228e-05	0.980800011516	0.0538298985283	0.950900020003	0.184761032872
117	3.16228e-05	0.981860011458	0.0531892560152	0.95120002389	0.185833650678
118	3.16228e-05	0.982220008969	0.0520156735023	0.952000022531	0.183909920193
119	3.16228e-05	0.982380009532	0.0519509093501	0.951300026774	0.184766023271
120	3.16228e-05	0.981640011787	0.0511677098963	0.950600021482	0.183440187387
121	3.16228e-05	0.982260009766	0.0516865819143	0.950700024962	0.184340030104
122	3.16228e-05	0.982280011177	0.0516144326422	0.952100024819	0.184642919824
123	1e-05	0.982020010829	0.0520407207189	0.952300023437	0.18297630284
124	3.16228e-06	0.981660010219	0.0523698550933	0.952100027204	0.183608777113
125	1e-06	0.982700009704	0.0505724332314	0.952500023246	0.183366003782
